text,sentiment
手感极好,1
中间四个方向键也不是太灵敏,-1
这是个没有让我失望的手机,1
待机时间还可以,1
其待机时间还是较为令人满意的,1
电池耗电速度比快,-1
声音不是很响亮,-1
电池太不耐用,-1
拍摄动画是强项,1
信号很稳定,1
随机所送配件太少,-1
反应快是当然的,1
最大的优点就是性价比,1
做工和外形都不错,1
手机存储量大,1
外形漂亮,1
还是从色彩上都让人怦然心动,1
拍照成像快,1
手写识别率高,1
整体的游戏娱乐性并不是很强,1
摄像头像素太低,-1
显示效果不错,1
手感不错,1
而且我觉得颜色也还不错,1
摇杆操作灵活,1
待机时间短,-1
屏幕靓丽,1
配置比高,1
反应速度快系统简单了傻快傻快,1
系统扩展性能差,-1
耳机的音乐效果表现也很不错,1
四方向导航键还不错,1
而且预设的张待机图片很是可爱,1
整体亮度稍显不足,-1
外形是漂亮的,1
不过从实际体验感觉其拍摄长度表现较为一般,-1
电池不耐用,-1
造型比较别致,1
听筒有点难看,-1
虽然分辨率差点,-1
紧凑的按键设计,1
按键位置比较合适,1
做工很不错,1
空间感不强,-1
反应速度虽然算是比较快了,1
边角按键显小,-1
手写笔太轻太短,-1
锐度好,1
原装电池续航能力不敢恭维,-1
但的屏幕要的就是清澈透亮,1
左侧上部设计很是特别,1
这样的群组空间足够大了,1
内置的相机功能很丰富,1
机震比大,1
总体界面不错,1
识别率高,1
和弦铃声的表现浑厚有力,1
它的电子手动对焦很好用,1
声音就小很多甚至听不见了,-1
颜色过渡不是很好,-1
电池好,1
立体感特别强,1
短信容量大,1
特别是手感真好,1
手机样子设计得不错,1
寸的显示屏幕给人感觉相当的大气,1
价格相对要便宜,1
尤其是照的大尺寸照片时效果也是非常不错的,1
机子比想象中的更大,1
精度有提升,1
由于受到机身体积过小的影响,-1
反应也慢,-1
速度还不错,1
夸张的自拍镜,1
设计新颖,1
屏幕偏暗,-1
那个指环挺漂亮的,1
待机时间实在是不敢恭维,-1
再就是拍摄存储间隔时间太长,-1
硬件质量无敌,1
该机的侧键功能也不错,1
没见过这么耐用的电池,1
但实际外观也很小巧,1
只是速度较慢,-1
拍照跟屏幕相对好点,1
屏幕很漂亮,1
成像质量一般般,-1
外观真不是怎么很好看,-1
总体感觉挺不错,1
不过也同意其他网友说的画质不是很油润鄙人在室内用的多灯光杂且色温很乱用光高手若觉得它很油润请你板砖啊,-1
减噪不错,1
在视觉上感觉屏幕很大,1
色彩也很好,1
就是屏幕感觉有点暗,-1
波导女人星手机转轴的设计良好,1
内存也小得可怜,-1
套头成像颜色偏冷,1
由于两侧的快捷功能按键都是突出的,1
挺好用的谁用谁知道哦,1
感觉显示效果稍稍强过,1
只有从机顶看觉得造型怪异些,-1
它不光存储容量大可选择的模式多,1
黑色面板银色边框的的设计看上去稳重大方,1
字太大,-1
显示效果好,1
如果能忍受它缓慢的存储速度的话,-1
手感的分量还是蛮足的,1
操作方法简单便捷,1
其体积和一样比较小巧,1
拍摄清楚,1
电容屏用起来还是蛮顺畅,1
不过我用的是理光手动标头很难做到对焦准确,-1
硬件一流没什么说了,1
数字键和符号键的键位比较宽松,1
自动对焦能力也不错,1
说明书不详细,-1
上网速度应该是我见过速度最快的了,1
造型独特,1
输入速度很快,1
还可以使用导航键很方便的调节取景亮度,1
短信中英文切换麻烦,-1
铃声演绎声音细腻,1
边角过度均匀而且圆润,1
万像素摄像头功能还可以,1
电池待机时间不尽人意,-1
的外观的确是最大亮点了,1
音量键的用途非常丰富,1
摄像头那地方的设计太烂了,-1
电池待机时间够长,1
屏幕显示效果很好,1
另外待机方面还算中规中矩,1
由于这款手机内置丰富的拍摄软件功能,1
待机时间还行,1
分辨率很高,1
手感更好,1
来电防火形同虚设,-1
配置较主流,1
电池非常不经用,-1
超长待机铃声很大,1
至少本人觉得外观比好看,1
在千元左右的手机中摩托罗拉算是功能齐全的低价位手机,1
长达秒的录音功能可记录下用户最真实的声音,1
外放音量偏小,-1
话音清晰饱满,1
使用起来发热没有控制好,-1
效果很差,-1
肤色偏黄,-1
很多人觉得造型很怪异,-1
显示速度也很快,1
但是用手机网络就很慢了,-1
手机转轴的力度和紧密程度都不错,1
手感不错,1
声音也清澈,1
机器反映慢,-1
拍照功能无与伦比,1
加上底部精细的透音孔,1
细节也不错,1
内存控制比好,1
铃声优美动听机身内置了首悦耳动听的和弦铃声以及种信息提示音,1
外观设计的不错,1
圆润光滑的边角工艺,1
背面很山寨,-1
机器反映慢,-1
电池部位就特别热,-1
屏幕我感觉比要好,1
手感很好,1
对焦速度比较难,-1
广播音质都特别好,1
手机质量很好,1
感觉音质没有我的好,-1
由于机的软件慢,-1
手机会有比较明显的爆音现象,-1
电话没有觉得不方便,1
自带输入法联想功能很强的,1
海尔手机具有级对比度调节功能和独特的手机多画成像技术,1
随着的渐渐老迈及落伍,-1
而且小了一点,-1
小的可怜的屏幕,-1
在亮度对比度等方面的指数都很出色,1
画面清晰恢宏,1
整个的功能按键的面积也比较小,-1
输入字体太小,-1
整部机上按键排列整齐,1
各部分设计合理,1
但显示还算细腻,1
听筒的音量比较小,-1
外屏色彩虹来电显示灯非常漂亮,1
很艳丽,1
但操作性较差,-1
可能屏小,-1
音质还是非常给力的,1
的体积握起来手感还是不错的,1
对焦速度慢,1
感觉比要好,1
同时具有丰富的短信息联想功能,1
视频图像也很清晰,1
音色纯正而丰富,1
电池其实挺抗用的,1
参数平平,-1
聚焦速度还是不错,1
尺寸非常合适,1
万像素的摄像头功能比较齐全,1
第一感受做工不是很精细,-1
玩游戏发热也比较严重,-1
操作简便,1
待机时间短,-1
电池做得不好,-1
感觉就是动画漂亮了,1
快门声音变清脆多了,1
安卓应用体验还不错,1
声场还是有些局促,-1
独特的外观设计也是小的亮点之处,1
但是的键盘实在是有些太小了,-1
内容也相当丰富,1
第二原机自带的耳机表现真心不好,-1
俱备较高的万像素摄像头,1
最出色色彩还原的出错率最低,1
按键设计非常经典,1
缺点像素太高了,-1
流量很费,-1
其独特的反转轴设计更符合人机工程学,1
操作起来更方便,1
快的连过度动画都不完整,-1
这样的性价比还算不错了,1
而且整体的造型更为圆滑,1
的体积和机身重量算是小巧类了,1
而且效果很好,1
似乎无敌兔的也不如方便,-1
安全保密性好,1
精妙独特的外形设计,1
可玩性还是挺高的,1
其实诺基亚最大的看点就是他全新的技术,1
上网速度可以,1
重量不是很重,1
音乐播放比我的音效更好,1
拍出的画面会有模糊的感觉,-1
也是最不人性化的设计,-1
通话质量高,1
颗粒感依旧明显,-1
表现优秀,1
外形比较漂亮我很欣赏的外形,1
待机强悍,1
可玩性强,1
哎系统虽好,1
扩展性一般,-1
但是屏幕实在不堪入目,-1
自带耳机听歌音质还可以,1
但是有些软件同类软件做的不如苹果细致,-1
所以在好看的亮度外表下,1
软件比较稳定,1
屏幕分辨率较低,-1
来去电背景难看死了,-1
强大的电话簿功能,1
对手机最重要最基本的通讯功能处理的非常过硬,1
达到最佳音乐播放效果,1
多普达整机外形圆润,1
铃声的效果令人感到满意,1
内存小,-1
而且各个按键间隔都比较的大,1
效果还是不错的,1
系统比较流畅,1
音效方面自己感觉还可以吧,1
声音清晰,1
电话簿内容丰富,1
但是个人感觉的呼吸灯没有那么优雅,-1
电池使用很心痛,-1
功能也很贴心,1
导航键漂亮且手感很好,1
屏幕效果方面都比较令人满意,1
操作系统好看,1
速度很流畅,1
录音功能很不错,1
照相方面色彩比较好,1
内置天线的设计使得外观更显清新简洁,1
软件人性化,1
要比方便,1
音色出众,1
成像效果非常不错,1
电话本管理上不尽人意,-1
总的来说是一款性价比很高的双核双卡双待联通手机,1
设计出色,1
快门比家的好许多,1
效果非常不错,1
晚上拍照比较吃力,-1
带的收音机也很好用,1
色彩过渡自然,1
导致屏幕视觉效果不佳,-1
屏幕的图像依然清晰可见,1
机器配置可以,1
到目前为止其表现堪称完美,1
主流时尚的蓝牙,1
通话记录更为详细,1
软件十分丰富,1
这手机的铃声穿透力强,1
其软件确实也多,1
在强光下拍摄出的图片有点偏色,-1
铃声效果清脆动听,1
且耗电量忒大,-1
机器很美很漂亮,1
键位也编排的不错,1
软件的运行是流畅的,1
手机外观虽然不过时,1
简洁的流线型设计银翼合金外壳质感配以可度旋转的折叠式前盖,1
本人的机器信号不是很强,-1
电池待机时间太短,-1
游戏运行好,1
体验感虽好,1
电池续航能力差,-1
听筒实在不敢恭维,-1
软件不全面待完善还可以接受,-1
这款手机还是不错的,1
这也是非常人性化的设计,1
电池使用时间太短,-1
价格便宜,1
运行流畅,1
手机配置均衡,1
出来的片子更糟,-1
音质还不错,1
死机多,-1
手感和屏幕效果也还可以,1
屏幕太小,-1
色彩明艳,1
对焦相当靠谱的,1
手机电池不耐用虽然是接近毫安的电池,-1
部分机子的外壳之间的连接处缝隙过大,-1
稳定性照电子快门线和遥控器差的多,-1
游戏的娱乐性不强,-1
按键不大方便,-1
所以待机时间很短,-1
声音也很大,1
除了继承了出色的机身设计操控手感的大光圈定焦微距等特点外,1
外表的质感也比较上乘,1
为欣赏音乐电影创造美妙的音质,1
如果上市价格便宜一点,-1
该机有很多人性化的功能,1
虽然尺寸不大,-1
系统整体上很流畅,1
构图也不难,1
质量过硬,1
做工出色,1
手机反应速度慢,-1
其附件做工同样厚道,1
机身质量比我想象中的好得多,1
价格太高,-1
的铃声个人觉得还是相当大了,1
手机的反应速度没有以前快,-1
长度和厚度均比要小点,1
而且速度挺快的,1
屏幕做的比较好,1
一是屏大靓丽,1
声音效果出色,1
应用数量少而且质量差,-1
外放非常烂,-1
性价比比较高,1
说道这个机子慢,-1
文字细腻,1
软件的速度很快,1
的功能很强大,1
音质效果一般,-1
配置太少,-1
感觉摩托罗拉这个机子除了外观好看之外适合女孩子用,1
屏幕虽不细腻,-1
但适应后输入很快,1
机器底部圆弧过大,-1
和旋铃声假的让人倒胃口,-1
短信输入慢,-1
造型简约大方,1
该机的录音功能也挺不错,1
机身做工还可以,1
这个还是技术不够硬的缘故吧,-1
短信功能方便,1
音质偏差,-1
对焦果断,1
细抠的话可能快一点点,1
打电话声音清晰,1
速度是很快,1
图像细节再现细腻,1
较高的性价比我们也不能忽视,1
手感真的是一流,1
显示细腻,1
音量调节过大,-1
整体的表现并不是非常出色,-1
外观设计的还算不错,1
视频录像时的音效很坑爹,-1
总结外形无可匹敌,1
触摸感也非常流畅,1
的连通性比较好,1
系统的反应速度会又慢一点,-1
键盘等区域分布的整整有序,1
对焦很快,1
分辨率超高,1
整体的连贯性能表现出色,1
同时具有丰富的短信息输入联想功能,1
功能比较齐全,1
电池待机时间短,-1
手机电池不耐用,-1
而且此款手机存在很多缺陷,-1
超薄的机身比还要出色不少,1
这款手机的转轴的紧密性表现出色,1
同时颜色过度自然真实,1
附带的耳机也不好,-1
三款游戏的娱乐性不错,1
不过的对焦速度是最快的,1
加入了更多的时尚元素金属质感极强的机身更加优秀的显示屏幕,1
运行起来不算是特别流畅,-1
在系统的操作上没有感觉比差,1
的机身内存够用了,1
画面很炫,1
查电话号码不方便,-1
屏幕不赖,1
拍照效果还是很给力的,1
音量较大,1
就是感觉三星的屏幕有些太艳丽了,1
手机自带的铃声不好听,-1
的三围尺寸以及的适中重量,1
屏幕还是很赞的,1
功能拍摄风景很实用,1
界面设计的很好,1
立体感强劲,1
图象完全看不清楚,-1
大屏幕,1
蓝牙耳机使用简单,1
但声音很小,-1
内置铃声的音量也比较大,1
短信输入麻烦,-1
缺点尺寸是有点大,-1
画质细腻并可冲印成照片而毫不逊色,1
音响十足,1
但整体性能还有所不足,-1
拥有了更高的像素,1
第二就是系统的可操作性很好很强大,1
菜单反映速度快,1
它标配的锂离子电池很好用,1
索尼手机外形偏厚,-1
的整体外形典雅大方,1
按键流畅,1
的闹钟功能也很实用,1
电信定制的软件太多,-1
除了亮度高,1
导航键盘的设计过小,-1
超大屏幕占据了机身一半的位置,-1
优点反应速度在同时代手机系列等系列中傲居榜首,1
手感好,1
做工令人满意,1
图片显示超慢,-1
做工屏幕显示绝对没我索爱好,-1
彩屏效果不错,1
好处之二就是更高的分辨率,1
不过手机确实蛮好看的,1
即使是晚上的照片都是清晰的,1
而且亮度也很高,1
该机可玩性非常高,1
音域宽广自然,1
反正索尼的手机拍照的成像效果都不怎么样,-1
系统自带的一些软件很不错,1
整体感觉性价比不错,1
灵敏度高,1
屏幕表现力依旧不足采用的依旧是传统的的屏幕分辨率,-1
软件反映速度较快,1
寸的屏幕可以说是小最让人遗憾的硬件缺憾了,-1
的的确很清晰,1
这样的配置使得手机在铃声的表现力方面还是比较的丰富多彩的,1
色彩艳丽程度以及灵敏度都无可挑剔,1
手机采用了简约的直板式机身设计,1
但速度绝对比红外要快,1
速度比要快,1
屏幕大,1
输入法简单好用,1
用了几天感觉这部机器的待机时间不长,-1
比的优点是防抖极强,1
应用病毒广告很多,-1
容量超大,1
开机够快,1
屏幕分辨上略胜一筹,1
个人觉得还是不错,1
做工很好,1
人脸识别识别率木有手机或者强,-1
手机的金属感真的是很棒,1
操控手感不错,1
地图很糙,-1
屏幕白色背景屏幕颜色不均匀,-1
整体做工精良,1
不错的配置除去,1
外形够有型,1
对焦点选择不是很方便,-1
同时在数据传输上使用了简易方便的红外接口,1
优良的烤漆工艺,1
应该是比较好的,1
通话声音不是很稳定,-1
听歌和收音机很爽,1
这样的功能还是十分实用的,1
方方正正,-1
色彩饱和度很好,1
操作系统反映速度很慢,-1
性价比高,1
同时三星发信息的速度比较诺基亚速度快了很多,1
个人认为实用性不大,-1
总结下很好,1
其他的按键一律为很粗糙的那种,-1
屏幕增大,1
外形设计真的很成功,1
电池个人完全够用了,1
可视角度根本不是那些照片和黑子说的那样糟糕,1
整体感很强,1
游戏场景单调,-1
整体外观显得比较柔和,1
鱼鳞状透明键盘虽然好看,1
机器的工程塑料手感滑溜,1
整体的操控性能表现平平,-1
信号不错,1
音质方面绝对不会比好,-1
音质效果的表现还是相当的不错的,1
整体的层次感非常强,1
音色纯正而丰富,1
游戏的可玩性不高,-1
摄像头逆天了,1
不过耳机的包装不错,1
运算快,1
处理器还算给力,1
存储空间不大,-1
的铃声表现也相当不错,1
实际情况是的用户体验远远好于,1
但实用性下降了,-1
速度真的没的快,-1
机子太大了点,-1
屏幕好,1
英汉词典分级查译功能虽然很简单,1
优点太多了,1
感觉按键表面并不是很平,-1
价格贵不少,-1
拍照在暗处表现一般,-1
操作不方便,-1
彩屏稍偏暗些,-1
屏幕很柔和,1
从原理上解释了洞妖的高感能力为啥要比小五好些个,1
保持了机身整体外观浑然一体,1
毕竟人家的防水技术已经相当成熟了,1
导航键的面积设计的也很小,-1
在屏幕方面这样的配置也算是较高了,1
放大以后感觉拍照效果也不错,1
效果优秀,1
比还快很多,1
不过机身上的几个按键的设计本人并不喜欢,-1
充电很快,1
使用非常人性化,1
主要是因为这两个头性价比很高,1
但是很讨嫌界面发黄和死板的时间界面显示,-1
侧滑非常牛,1
颜色挺鲜艳的,1
感觉开关拧到距离过长,-1
操作巨爽,1
靓丽的外形,1
发短信同时可以加上本机附带的图标动画和铃声也是好有创意的,1
大小比例也设计的好,1
而内屏在外观设计上也很让人心动,1
屏幕大了,1
而且屏幕的亮度也有些欠缺,-1
但使用起来发现效果也还算不错,1
整体亮度也略显不足,-1
索爱手机的设计师设计出来的界面让人十分的恶心,-1
缺点铃声震动感太小,-1
但是屏幕对颜色的还原特别到位,1
字体显示清晰,1
在亮度对比度等方面的指数都很出色,1
传输速度理想,1
方便于携带的同时还带来良好的手感,1
屏幕分辨率确实低,-1
机身小真省劲啊,1
的拍摄的功能比起有了长足的进步,1
和弦铃声且铃声雄厚有力,1
出头性价比无敌,1
成像不够锐利,-1
感觉界面很漂亮,1
快捷键设计的很方便,1
大家都看到了体积偏大说它笨重言不为过,1
的全钢机身带来的是无与伦比的重量,1
可是拍照质量不怎样,-1
都说飞离谱的手机的电池很耐用,-1
屏幕清晰之外,1
其音乐播放能力自是不容忽视的,1
内存容量在现在手机里来说是偏小,-1
其他的如多重曝光等等功能都很强大,1
觉得的设计很奇怪也不好看,-1
自动关机功能和关机闹铃功能都很实用,1
看视频很棒了,1
内存太小,-1
较简单的操控要求,1
游戏的连贯性也表现一般,-1
大屏幕用起来就是一个字爽,1
图像刷新率很高,1
铃声音量偏小,-1
本机采用主流的和弦铃声,1
铃声种类丰富多彩,1
突出的键盘,1
铃声够大,1
铃声实在太小,-1
信号没传说那么给力,-1
拍摄的画面还不错,1
转轴部分的设计也非常考究,1
对于构图非常不利,-1
说明他的电子设计和技术较低端,-1
不过手机铃声的穿透力倒是蛮强的,1
操作起来不是很舒适,-1
速度非常快,1
用跟索尼对比拍照居然没有的效果好,-1
启动对焦成像都是一流的,1
选料上乘,1
脑海里始终浮现着曾经的彪悍的外形,1
由于图像表现出色,1
高感还是不错的,1
机身线条流畅明快,1
寸屏幕很漂亮啊,1
手机的核处理器发热控制还好,1
屏幕大看着感觉挺商务的,1
而且色彩也要比更加艳丽,1
该机有良好的数据扩展功能,1
自带的界面很美观,1
平滑的直线与弧线的结合让手机的机身流露出稳健与干练的气质,1
待机时间较短,-1
所以上手比较容易,1
